PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
1,2025-06-14,18:29:51.63,1,1,"Vasser, Eric",1000391537,Right,LIN_POT,"test1, TestK",10157490,Right,TestK,Undefined,1,Top,0,0,0,Undefined,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,93.72384,-0.670363,-3.347515,2196.13909,243.413626,2:00,4.5638,1.76176,6.24766,-22.27104,9.35252,16.55721,2.08855,0.0507,85.06032,-4.87097,-0.36059,0.404741,,,,,,,,,,,,-9.76343,5.3554,-1.52124,50,4.50286,7.28609,-136.01684,-2.31413,-18.1354,32.19643,-22.22649,LIN_POT,TestK,McBean,Pacific Empire,PEL,20250614-McBean-1,3d649ff0-4988-11f0-b62e-2fef932a7d8c,93.1274,,,8.66353,,,,,,,cd285258-cdbe-4b40-88ca-76329f04d363,2025-06-15,01:29:51.63,2025-06-14T18:29:51.6310528-07:00,2025-06-15T01:29:51.6310528Z,,v3,,test-11,,"Villanueva, Ryan",10272230,Right,LIN_POT,d49f17cb-eb6a-4b2f-878d-ad2980b9cb54,54.25328,-137.01994,16.09822,4.56417,-1.62165,-11.11325,-1.75704,7.85111,-9.0677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
2,2025-06-14,18:30:11.17,1,2,"Vasser, Eric",1000391537,Right,LIN_POT,"test1, TestK",10157490,Right,TestK,Undefined,1,Top,0,0,1,Undefined,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,93.45075,-0.789822,-4.615787,,234.571961,1:45,4.60932,1.7524,6.21944,-20.98383,11.12615,14.03154,2.12944,-1.34681,84.30302,-4.766722,-2.093019,0.407841,,,,,,,,,,,,-8.80241,6.3454,-1.41342,50,4.53961,10.33874,-135.30171,-2.53414,-16.1011,33.17143,-20.56727,LIN_POT,TestK,McBean,Pacific Empire,PEL,20250614-McBean-1,490d8c90-4988-11f0-b62e-2fef932a7d8c,92.41933,,,9.14773,,,,,,,cd285258-cdbe-4b40-88ca-76329f04d363,2025-06-15,01:30:11.17,2025-06-14T18:30:11.1715328-07:00,2025-06-15T01:30:11.1715328Z,,v3,,test-11,,"Villanueva, Ryan",10272230,Right,LIN_POT,5e5161e9-edfe-4a19-bbc2-df8d7e3ce49f,54.27946,-136.34686,16.58572,4.60925,-1.88612,-10.28364,-1.74715,10.84605,-8.05055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
3,2025-06-14,18:30:28.93,1,3,"Vasser, Eric",1000391537,Right,LIN_POT,"test1, TestK",10157490,Right,TestK,Undefined,1,Top,0,1,1,Undefined,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,92.80632,-1.213757,-4.390142,2170.138698,246.234093,2:15,4.59572,1.93392,6.512,-24.12119,7.95634,15.54993,1.46836,-0.80678,84.1129,-5.76944,-1.575684,0.407636,,,,,,,,,,,,-9.63485,4.84555,-1.63413,50,4.50028,9.72425,-134.52656,-3.60312,-17.4664,32.11426,-23.38984,LIN_POT,TestK,McBean,Pacific Empire,PEL,20250614-McBean-1,53a04e40-4988-11f0-b62e-2fef932a7d8c,92.466,,,8.69342,,,,,,,cd285258-cdbe-4b40-88ca-76329f04d363,2025-06-15,01:30:28.93,2025-06-14T18:30:28.9355264-07:00,2025-06-15T01:30:28.9355264Z,,v3,,test-11,,"Villanueva, Ryan",10272230,Right,LIN_POT,2da5e8ba-b1e1-4fe4-baa9-2e2a0ecb427f,53.98846,-135.47534,16.05713,4.59652,-2.9121,-11.69492,-1.92905,10.24028,-8.7332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
4,2025-06-14,18:30:45.73,1,4,"Vasser, Eric",1000391537,Right,LIN_POT,"test1, TestK",10157490,Right,TestK,Undefined,1,Top,0,1,2,Undefined,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,78.24343,1.018976,-0.100364,2509.171214,59.004213,8:00,4.71134,1.91553,5.94768,-49.092,-3.41276,-8.12315,1.56554,1.14551,71.65692,-8.019958,-1.562197,0.486442,,,,,,,,,,,,4.13335,-1.59473,-1.90303,50,4.76505,0.49945,-113.68284,0.47222,5.37899,21.92773,-34.24936,LIN_POT,TestK,McBean,Pacific Empire,PEL,20250614-McBean-1,5da575f0-4988-11f0-b62e-2fef932a7d8c,77.48603,,,6.58651,,,,,,,cd285258-cdbe-4b40-88ca-76329f04d363,2025-06-15,01:30:45.73,2025-06-14T18:30:45.7385984-07:00,2025-06-15T01:30:45.7385984Z,,v3,,test-11,,"Villanueva, Ryan",10272230,Right,LIN_POT,4d20b090-e819-4711-afcb-743d0f8e8a65,54.55182,-114.55745,10.96387,4.71897,1.83829,-17.12468,-1.91867,0.2849,2.68949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
5,2025-06-14,18:31:03.48,1,5,"Vasser, Eric",1000391537,Right,LIN_POT,"test1, TestK",10157490,Right,TestK,Undefined,1,Top,0,2,2,Undefined,Sinker,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,93.15072,-1.55519,-3.682786,2257.187761,239.610289,2:00,4.70807,1.68117,6.16413,-22.77552,9.32075,14.07249,1.37022,-0.55269,84.80105,-5.830648,-1.149087,0.407754,,,,,,,,,,,,-8.33898,5.59579,-1.40862,50,4.57833,8.08907,-135.04754,-4.42544,-15.32621,30.72905,-21.88952,LIN_POT,TestK,McBean,Pacific Empire,PEL,20250614-McBean-1,68283210-4988-11f0-b62e-2fef932a7d8c,92.43908,,,8.34968,,,,,,,cd285258-cdbe-4b40-88ca-76329f04d363,2025-06-15,01:31:03.48,2025-06-14T18:31:03.4894848-07:00,2025-06-15T01:31:03.4894848Z,,v3,,test-11,,"Villanueva, Ryan",10272230,Right,LIN_POT,c0824d56-96f4-4559-8c34-2c77ca62af68,54.33402,-136.03015,15.36452,4.70865,-3.7255,-10.94476,-1.67511,8.57914,-7.6631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
6,2025-06-14,18:31:36.63,2,1,"Vasser, Eric",1000391537,Right,LIN_POT,"Test10, TestK10",1000233758,Right,TestK,Undefined,1,Top,1,0,0,Undefined,Sinker,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,93.04752,-0.656417,-2.915613,2162.16387,250.461131,2:15,4.61586,1.86311,6.28313,-24.70092,7.67835,18.25304,1.95165,0.69471,83.59358,-5.32217,0.382421,0.409548,,,,,,,,,,,,-10.3613,4.56544,-1.656,50,4.55572,6.07413,-134.89009,-2.35674,-18.73195,34.47942,-23.92029,LIN_POT,TestK,McBean,Pacific Empire,PEL,20250614-McBean-1,7bed6220-4988-11f0-b62e-2fef932a7d8c,92.03426,,,9.45394,,,,,,,cd285258-cdbe-4b40-88ca-76329f04d363,2025-06-15,01:31:36.63,2025-06-14T18:31:36.6367232-07:00,2025-06-15T01:31:36.6367232Z,,v3,,test-11,,"Villanueva, Ryan",10272230,Right,LIN_POT,0ce6bd7b-c577-4ab9-8494-4db556f33aed,54.21283,-135.96267,17.23971,4.61745,-1.61263,-11.96015,-1.85402,6.65684,-9.36597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
7,2025-06-14,18:31:53.81,2,2,"Vasser, Eric",1000391537,Right,LIN_POT,"Test10, TestK10",1000233758,Right,TestK,Undefined,1,Top,1,0,1,Undefined,Sinker,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,92.84825,-0.924004,-3.265862,2283.448986,230.850934,1:45,4.62357,1.76448,6.31206,-20.15848,12.07564,13.46304,2.0911,-0.12519,84.04433,-4.756311,-0.834595,0.408629,,,,,,,,,,,,-8.1476,6.90437,-1.53187,50,4.54619,7.1509,-134.71413,-2.79169,-14.80086,32.39758,-19.6316,LIN_POT,TestK,McBean,Pacific Empire,PEL,20250614-McBean-1,86314080-4988-11f0-b62e-2fef932a7d8c,92.24119,,,8.80392,,,,,,,cd285258-cdbe-4b40-88ca-76329f04d363,2025-06-15,01:31:53.81,2025-06-14T18:31:53.8114560-07:00,2025-06-15T01:31:53.8114560Z,,v3,,test-11,,"Villanueva, Ryan",10272230,Right,LIN_POT,d4dc9a7d-32d3-4290-afa8-5dc61a56d898,54.18821,-135.71761,16.19879,4.62325,-2.18362,-9.8158,-1.76047,7.60935,-7.40043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
8,2025-06-14,18:32:13.30,2,3,"Vasser, Eric",1000391537,Right,LIN_POT,"Test10, TestK10",1000233758,Right,TestK,Undefined,1,Top,1,0,2,Undefined,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,84.29552,-0.751828,-3.494818,1830.480436,281.28563,3:30,4.76426,1.86633,6.11261,-41.17262,-1.72665,15.45572,0.63671,-0.0811,76.72494,-8.359829,-0.709188,0.452036,,,,,,,,,,,,-9.2726,-0.44417,-1.60667,50,4.68442,6.90193,-122.2789,-2.92402,-13.86138,26.96242,-32.83804,LIN_POT,TestK,McBean,Pacific Empire,PEL,20250614-McBean-1,91dc28f0-4988-11f0-b62e-2fef932a7d8c,83.38378,,,7.57057,,,,,,,cd285258-cdbe-4b40-88ca-76329f04d363,2025-06-15,01:32:13.30,2025-06-14T18:32:13.3040640-07:00,2025-06-15T01:32:13.3040640Z,,v3,,test-11,,"Villanueva, Ryan",10272230,Right,LIN_POT,b48b1d23-a440-4806-a7a8-9b70c61195c7,54.38933,-123.24295,13.48121,4.76798,-1.7499,-16.41902,-1.86231,7.39755,-6.93069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
9,2025-06-14,18:32:34.52,2,4,"Vasser, Eric",1000391537,Right,LIN_POT,"Test10, TestK10",1000233758,Right,TestK,Undefined,1,Top,1,0,2,Undefined,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,93.29048,-0.674041,-2.475084,2068.589334,251.783082,2:30,4.72702,2.04592,6.13121,-25.8823,6.04091,15.19989,1.94654,1.02344,85.03805,-5.507847,0.264827,0.406654,,,,,,,,,,,,-8.60154,3.6191,-1.86467,50,4.66207,5.21091,-135.47244,-2.48424,-15.9142,30.82321,-25.47817,LIN_POT,TestK,McBean,Pacific Empire,PEL,20250614-McBean-1,9e64a020-4988-11f0-b62e-2fef932a7d8c,92.68929,,,8.25243,,,,,,,cd285258-cdbe-4b40-88ca-76329f04d363,2025-06-15,01:32:34.52,2025-06-14T18:32:34.5258496-07:00,2025-06-15T01:32:34.5258496Z,,v3,,test-11,,"Villanueva, Ryan",10272230,Right,LIN_POT,40835d34-1279-4b9e-bc87-574554f743f4,54.36823,-136.46269,15.41161,4.72873,-1.66571,-12.73909,-2.0403,5.72219,-7.9571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
10,2025-06-14,18:32:53.94,2,5,"Vasser, Eric",1000391537,Right,LIN_POT,"Test10, TestK10",1000233758,Right,TestK,Undefined,1,Top,1,0,2,Undefined,Curveball,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,77.88271,1.213938,0.023505,2629.57413,65.911295,8:15,4.7982,1.89698,6.06054,-50.05314,-4.05587,-12.42946,1.75081,0.88294,71.20637,-8.0235,-2.217943,0.488132,,,,,,,,,,,,6.38855,-1.96642,-1.89239,50,4.86608,0.40799,-113.15899,0.84562,8.2187,22.16057,-34.70379,LIN_POT,TestK,McBean,Pacific Empire,PEL,20250614-McBean-1,aa19c1c0-4988-11f0-b62e-2fef932a7d8c,77.21769,,,6.67634,,,,,,,cd285258-cdbe-4b40-88ca-76329f04d363,2025-06-15,01:32:53.94,2025-06-14T18:32:53.9445248-07:00,2025-06-15T01:32:53.9445248Z,,v3,,test-11,,"Villanueva, Ryan",10272230,Right,LIN_POT,d72747b6-e789-475b-9b8a-94a1b775b542,54.43901,-114.02499,11.08029,4.80653,2.20179,-17.35189,-1.90205,0.08681,4.10935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
