PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
1,2024-07-09,18:38:40.65,1,1,"Perez, Adan",1000222759,Right,LIN_POT,"Hamchuk, Robert",1000083936,Right,HEA_PRU,Undefined,1,Top,0,0,0,Undefined,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,91.24039,-3.478206,-4.60156,2330.164725,228.426019,1:30,5.63738,1.7431,5.02845,-20.66796,14.53922,14.9943,0.6185,-1.35856,82.85768,-7.301822,-1.96334,0.427058,,,,,,,,,,,,-8.77449,8.59422,-1.31479,50,5.28731,9.87244,-131.64139,-8.78871,-15.30388,29.5294,-17.18459,LIN_POT,HEA_PRU,McBean,Pacific Empire,PEL,20240709-McBean-1,230dc3c0-3e5d-11ef-9adf-3197cc72b92d,88.26069,,,8.38271,,,,,,,e4f3ba5c-f0fa-46b5-8c8c-b861a4f3b335,2024-07-10,01:38:40.65,2024-07-09T18:38:40.6507466-07:00,2024-07-10T01:38:40.6507466Z,,v3,,,,"Small, Eli",1000111412,Right,LIN_POT,39ef90cf-7359-4760-ad43-c0a2f16b29c4,55.46914,-132.86255,14.7647,5.63606,-8.07806,-8.59229,-1.73614,10.50532,-7.65194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
2,2024-07-09,18:38:53.43,1,2,"Perez, Adan",1000222759,Right,LIN_POT,"Hamchuk, Robert",1000083936,Right,HEA_PRU,Undefined,1,Top,0,1,0,Undefined,Sinker,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,89.87374,-3.135906,-3.187422,2304.150663,225.119109,1:30,5.74583,1.65469,5.45186,-22.68474,12.94351,11.74379,0.91222,-0.3537,81.64615,-7.348601,-1.099013,0.429604,,,,,,,,,,,,-6.84552,7.83036,-1.38139,50,5.45319,6.70284,-129.98249,-7.92256,-11.61714,29.29671,-18.88561,LIN_POT,HEA_PRU,McBean,Pacific Empire,PEL,20240709-McBean-1,2aa93e70-3e5d-11ef-9adf-3197cc72b92d,87.73759,,,8.2276,,,,,,,e4f3ba5c-f0fa-46b5-8c8c-b861a4f3b335,2024-07-10,01:38:53.43,2024-07-09T18:38:53.4364618-07:00,2024-07-10T01:38:53.4364618Z,,v3,,,,"Small, Eli",1000111412,Right,LIN_POT,9e1fbb18-bc82-4857-9cd2-b17603ad0e3d,55.04489,-131.11463,14.64836,5.74525,-7.19275,-9.44281,-1.64908,7.15177,-5.80857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
3,2024-07-09,18:39:07.69,1,3,"Perez, Adan",1000222759,Right,LIN_POT,"Hamchuk, Robert",1000083936,Right,HEA_PRU,Undefined,1,Top,0,1,1,Undefined,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,78.99423,1.514709,-1.799624,2055.335615,246.410263,2:15,5.71285,1.6111,5.29533,-40.45006,5.6554,9.42701,3.76521,0.70646,71.81291,-5.914014,-0.127015,0.488706,,,,,,,,,,,,-5.22067,2.86339,-1.4544,50,5.82157,3.21044,-114.49479,1.65572,-6.88835,22.32803,-28.396,LIN_POT,HEA_PRU,McBean,Pacific Empire,PEL,20240709-McBean-1,332973d0-3e5d-11ef-9adf-3197cc72b92d,77.12702,,,7.18132,,,,,,,e4f3ba5c-f0fa-46b5-8c8c-b861a4f3b335,2024-07-10,01:39:07.69,2024-07-09T18:39:07.6969418-07:00,2024-07-10T01:39:07.6969418Z,,v3,,,,"Small, Eli",1000111412,Right,LIN_POT,a06c6841-a8bd-438b-8a2d-866def6c3103,55.20165,-115.50473,11.16401,5.71762,2.94012,-14.198,-1.60666,3.52201,-3.44418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
4,2024-07-09,18:39:21.24,1,4,"Perez, Adan",1000222759,Right,LIN_POT,"Hamchuk, Robert",1000083936,Right,HEA_PRU,Undefined,1,Top,0,2,1,Undefined,Sinker,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,89.88577,-3.310549,-4.417849,2369.258366,230.049076,1:45,5.66745,1.75831,5.40156,-22.16631,13.38784,14.56709,0.70542,-1.17571,82.1131,-7.414682,-1.835541,0.429157,,,,,,,,,,,,-8.55115,8.01583,-1.37439,50,5.35598,9.37543,-129.89679,-8.31429,-14.59435,27.48662,-18.49326,LIN_POT,HEA_PRU,McBean,Pacific Empire,PEL,20240709-McBean-1,3b3a4590-3e5d-11ef-9adf-3197cc72b92d,87.82896,,,7.77267,,,,,,,e4f3ba5c-f0fa-46b5-8c8c-b861a4f3b335,2024-07-10,01:39:21.24,2024-07-09T18:39:21.2449738-07:00,2024-07-10T01:39:21.2449738Z,,v3,,,,"Small, Eli",1000111412,Right,LIN_POT,a8549f5b-543b-4ab4-a052-954a08369a18,55.09691,-130.97087,13.74331,5.66676,-7.59163,-9.24663,-1.75189,9.94573,-7.29718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
5,2024-07-09,18:39:36.95,1,5,"Perez, Adan",1000222759,Right,LIN_POT,"Hamchuk, Robert",1000083936,Right,HEA_PRU,Undefined,1,Top,0,2,2,Undefined,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,92.03654,-1.353786,-4.51076,2419.701379,227.875097,1:30,5.59797,1.81326,5.95309,-20.32072,13.03387,13.12453,2.64491,-1.28505,83.30238,-5.191185,-2.162414,0.41567,,,,,,,,,,,,-8.1167,7.43874,-1.46142,50,5.47872,9.93879,-133.1985,-3.80961,-14.44686,31.08537,-18.93382,LIN_POT,HEA_PRU,McBean,Pacific Empire,PEL,20240709-McBean-1,4495bfc0-3e5d-11ef-9adf-3197cc72b92d,90.67867,,,8.73417,,,,,,,e4f3ba5c-f0fa-46b5-8c8c-b861a4f3b335,2024-07-10,01:39:36.95,2024-07-09T18:39:36.9566666-07:00,2024-07-10T01:39:36.9566666Z,,v3,,,,"Small, Eli",1000111412,Right,LIN_POT,c93f0ab1-de04-4f86-b21e-9e0f66a0d6fe,54.54516,-134.25504,15.54269,5.59727,-3.16608,-9.46691,-1.80757,10.42982,-7.22343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
6,2024-07-09,18:39:54.63,1,6,"Perez, Adan",1000222759,Right,LIN_POT,"Hamchuk, Robert",1000083936,Right,HEA_PRU,Undefined,1,Top,0,2,2,Undefined,Slider,InPlay,Undefined,Popup,Out,1,0,,78.5009,0.4102,-0.164947,2377.682436,127.026972,10:15,5.7222,1.59717,5.39923,-39.04912,7.16481,-7.55162,2.85251,0.81329,71.90235,-6.758728,-1.508829,0.48928,,,,,,,,,,,,3.77693,3.89626,-1.57687,50,5.73137,0.62118,-113.97224,-0.46486,4.95776,21.34734,-27.05962,LIN_POT,HEA_PRU,McBean,Pacific Empire,PEL,20240709-McBean-1,4f2aa450-3e5d-11ef-9adf-3197cc72b92d,77.03648,,,6.59856,,,,,,,e4f3ba5c-f0fa-46b5-8c8c-b861a4f3b335,2024-07-10,01:39:54.63,2024-07-09T18:39:54.6398154-07:00,2024-07-10T01:39:54.6398154Z,,v3,,,,"Small, Eli",1000111412,Right,LIN_POT,852ec4e7-ca33-4201-b291-d6885ed2c067,55.10018,-114.92355,10.67367,5.72521,0.741,-13.52981,-1.59963,0.40025,2.47888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
7,2024-07-09,18:40:22.63,2,1,"Perez, Adan",1000222759,Right,LIN_POT,"Molony, Maddox",814829,Right,HEA_PRU,Undefined,1,Top,1,0,0,Undefined,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,78.8943,-0.492315,-0.240934,2361.15069,140.621796,10:45,5.80993,1.53553,4.97312,-38.73943,7.77012,-5.15256,2.11663,0.87858,72.34049,-7.539734,-1.151186,0.490843,,,,,,,,,,,,2.47642,4.44359,-1.50786,50,5.731,0.69674,-114.43653,-2.34602,3.28034,21.33144,-26.28792,LIN_POT,HEA_PRU,McBean,Pacific Empire,PEL,20240709-McBean-1,5fe616d0-3e5d-11ef-9adf-3197cc72b92d,76.79125,,,6.55381,,,,,,,e4f3ba5c-f0fa-46b5-8c8c-b861a4f3b335,2024-07-10,01:40:22.63,2024-07-09T18:40:22.6393034-07:00,2024-07-10T01:40:22.6393034Z,,v3,,,,"Small, Eli",1000111412,Right,LIN_POT,fd25d92b-f6a2-4d70-8b32-2064d78d2d97,55.52428,-115.46169,10.66572,5.81339,-1.08266,-13.14396,-1.53756,0.53909,1.64017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
8,2024-07-09,18:40:34.19,2,2,"Perez, Adan",1000222759,Right,LIN_POT,"Molony, Maddox",814829,Right,HEA_PRU,Undefined,1,Top,1,0,1,Undefined,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,90.71967,-1.99066,-4.604026,2390.699236,235.295902,1:45,5.61108,1.92417,5.23647,-23.29997,11.78201,15.32808,1.79154,-1.13527,82.69861,-6.293976,-1.896843,0.426298,,,,,,,,,,,,-8.94737,6.79327,-1.51165,50,5.41025,9.848,-131.17273,-5.43407,-15.5653,28.14249,-20.35613,LIN_POT,HEA_PRU,McBean,Pacific Empire,PEL,20240709-McBean-1,66b87520-3e5d-11ef-9adf-3197cc72b92d,88.41801,,,8.02106,,,,,,,e4f3ba5c-f0fa-46b5-8c8c-b861a4f3b335,2024-07-10,01:40:34.19,2024-07-09T18:40:34.1977034-07:00,2024-07-10T01:40:34.1977034Z,,v3,,,,"Small, Eli",1000111412,Right,LIN_POT,13fa5b71-2842-4ee0-bc6b-283f46a5ab81,55.26214,-132.29688,14.07125,5.61108,-4.62095,-10.17806,-1.91745,10.46976,-7.78265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
9,2024-07-09,18:40:47.95,2,3,"Perez, Adan",1000222759,Right,LIN_POT,"Molony, Maddox",814829,Right,HEA_PRU,Undefined,1,Top,1,0,2,Undefined,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,90.79055,0.563871,-3.882076,2279.46997,222.480702,1:30,5.60373,1.84105,5.38739,-20.03753,14.6367,12.38761,4.46368,-0.77086,82.64801,-3.184835,-1.68729,0.423814,,,,,,,,,,,,-7.27075,7.51563,-1.50259,50,5.6404,8.34986,-131.50158,0.60594,-12.73492,27.81607,-19.01026,LIN_POT,HEA_PRU,McBean,Pacific Empire,PEL,20240709-McBean-1,6ee2c250-3e5d-11ef-9adf-3197cc72b92d,88.93634,,,8.14253,,,,,,,e4f3ba5c-f0fa-46b5-8c8c-b861a4f3b335,2024-07-10,01:40:47.95,2024-07-09T18:40:47.9516106-07:00,2024-07-10T01:40:47.9516106Z,,v3,,,,"Small, Eli",1000111412,Right,LIN_POT,0b548bef-b4ce-4cbf-abc9-67e4511fe37e,55.11043,-132.57816,13.90804,5.60271,1.34171,-9.50513,-1.8353,8.84275,-6.36746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
10,2024-07-09,18:41:04.49,2,4,"Perez, Adan",1000222759,Right,LIN_POT,"Molony, Maddox",814829,Right,HEA_PRU,Undefined,1,Top,1,1,2,Undefined,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,91.30337,-0.884659,-4.317911,2432.651505,219.739633,1:15,5.72124,1.72152,5.45852,-18.1793,16.24647,12.52918,3.37579,-1.28383,82.74114,-4.313277,-2.096654,0.422292,,,,,,,,,,,,-7.55855,8.77469,-1.34915,50,5.63095,9.3948,-132.09955,-2.6455,-13.27983,29.6419,-16.75757,LIN_POT,HEA_PRU,McBean,Pacific Empire,PEL,20240709-McBean-1,78cbfd90-3e5d-11ef-9adf-3197cc72b92d,89.25672,,,8.56223,,,,,,,e4f3ba5c-f0fa-46b5-8c8c-b861a4f3b335,2024-07-10,01:41:04.49,2024-07-09T18:41:04.4915146-07:00,2024-07-10T01:41:04.4915146Z,,v3,,,,"Small, Eli",1000111412,Right,LIN_POT,0dacffff-5076-4b83-a3bd-69d45b211a57,55.03879,-133.22541,14.82095,5.71935,-2.00901,-8.37879,-1.71556,9.89919,-6.63991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
