PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
1,2025-07-08,18:39:34.04,1,1,"Alkire, Johnny",1000107520,Right,LIN_POT,"Test14, Ola14",10113788,Right,TeamX,Undefined,1,Top,0,0,0,Undefined,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,91.17992,-1.026586,-4.496902,2516.571919,207.672648,1:00,5.88575,1.94408,6.21608,-15.09548,18.34363,9.04292,3.67741,-1.4607,82.94,-3.934545,-2.87216,0.416197,,,,,,,,,,,,-6.0578,10.18119,-1.61136,50,5.80118,10.03162,-132.13098,-2.7856,-10.66487,29.24558,-14.24984,LIN_POT,TeamX,McBean,Pacific Empire,PEL,20250708-McBean-1,9330b320-5c65-11f0-9eda-c5c106b0f3de,90.56395,,,8.23992,,,,,,,37b9dcb6-1335-499c-9e53-16612e65cc61,2025-07-09,01:39:34.04,2025-07-08T18:39:34.0449280-07:00,2025-07-09T01:39:34.0449280Z,,v3,,exId_trackmanTeamX,,"Belding, Masen",,Right,LIN_POT,0336887f-3020-44be-96b9-bf5abcaabd97,54.28383,-133.07577,14.62279,5.88373,-2.32526,-7.12492,-1.941,10.37616,-5.33243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
2,2025-07-08,18:39:48.76,1,2,"Alkire, Johnny",1000107520,Right,LIN_POT,"Test14, Ola14",10113788,Right,TeamX,Undefined,1,Top,0,1,0,Undefined,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,90.72623,-1.536091,-1.906871,2584.185038,208.398318,1:00,5.66925,2.25473,6.11369,-15.50654,18.11796,9.22323,2.95564,1.25958,82.9733,-4.504584,-0.245442,0.417349,,,,,,,,,,,,-5.26536,10.08508,-2.1131,50,5.5431,3.99815,-131.76105,-3.96174,-9.26814,27.66379,-14.42222,LIN_POT,TeamX,McBean,Pacific Empire,PEL,20250708-McBean-1,9bfbfb40-5c65-11f0-9eda-c5c106b0f3de,90.31395,,,7.75294,,,,,,,37b9dcb6-1335-499c-9e53-16612e65cc61,2025-07-09,01:39:48.76,2025-07-08T18:39:48.7662080-07:00,2025-07-09T01:39:48.7662080Z,,v3,,exId_trackmanTeamX,,"Belding, Masen",,Right,LIN_POT,0e66cf3e-df4d-4b5b-a0e9-51a93b912ea7,54.38381,-132.67826,13.83189,5.66652,-3.48356,-7.21111,-2.25075,4.30544,-4.63407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
3,2025-07-08,18:40:06.43,1,3,"Alkire, Johnny",1000107520,Right,LIN_POT,"Test14, Ola14",10113788,Right,TeamX,Undefined,1,Top,0,2,0,Undefined,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,90.41066,-2.023375,-3.477128,2523.108547,208.980087,1:00,5.80097,2.11428,6.08113,-16.57135,17.21084,8.97508,2.54382,-0.35869,83.22261,-5.164822,-1.864722,0.418326,,,,,,,,,,,,-5.55937,9.73382,-1.85028,50,5.6355,7.60984,-131.20992,-5.12943,-9.76538,25.78481,-15.07594,LIN_POT,TeamX,McBean,Pacific Empire,PEL,20250708-McBean-1,a66bcba0-5c65-11f0-9eda-c5c106b0f3de,90.10296,,,7.18805,,,,,,,37b9dcb6-1335-499c-9e53-16612e65cc61,2025-07-09,01:40:06.43,2025-07-08T18:40:06.4315904-07:00,2025-07-09T01:40:06.4315904Z,,v3,,exId_trackmanTeamX,,"Belding, Masen",,Right,LIN_POT,cad2fdc8-d879-4fb7-8b11-2210705810e2,54.41902,-132.07547,12.89241,5.79919,-4.62335,-7.53797,-2.11123,7.93765,-4.88269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
4,2025-07-08,18:40:25.51,1,4,"Alkire, Johnny",1000107520,Right,LIN_POT,"Test14, Ola14",10113788,Right,TeamX,Undefined,1,Top,0,2,1,Undefined,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,90.61336,-3.016555,-3.166059,2475.448963,213.248907,1:00,5.90155,1.89133,6.11031,-15.53186,18.37981,11.32012,1.81108,-0.09585,82.75651,-5.985941,-1.129689,0.419127,,,,,,,,,,,,-6.76689,10.69292,-1.65413,50,5.6614,6.80029,-131.33825,-7.36317,-11.80216,28.204,-13.52448,LIN_POT,TeamX,McBean,Pacific Empire,PEL,20250708-McBean-1,b1df7770-5c65-11f0-9eda-c5c106b0f3de,89.93075,,,7.85684,,,,,,,37b9dcb6-1335-499c-9e53-16612e65cc61,2025-07-09,01:40:25.51,2025-07-08T18:40:25.5144448-07:00,2025-07-09T01:40:25.5144448Z,,v3,,exId_trackmanTeamX,,"Belding, Masen",,Right,LIN_POT,de4b5ecc-b1f8-4a73-9298-f6bcc4484e2c,54.38867,-132.27733,14.102,5.89907,-6.91286,-6.76224,-1.8871,7.19325,-5.90108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
5,2025-07-08,18:40:47.09,1,5,"Alkire, Johnny",1000107520,Right,LIN_POT,"Test14, Ola14",10113788,Right,TeamX,Undefined,1,Top,0,2,2,Undefined,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,90.77746,0.282049,-2.735492,2472.325477,203.287344,12:45,5.98934,1.7842,6.10813,-13.40957,20.39726,8.30119,5.13299,-0.05548,82.36019,-2.329846,-1.242288,0.418479,,,,,,,,,,,,-5.04166,10.73052,-1.5781,50,6.00369,5.93565,-131.70858,0.32597,-8.81569,29.16522,-13.41101,LIN_POT,TeamX,McBean,Pacific Empire,PEL,20250708-McBean-1,bea39810-5c65-11f0-9eda-c5c106b0f3de,90.07009,,,8.41727,,,,,,,37b9dcb6-1335-499c-9e53-16612e65cc61,2025-07-09,01:40:47.09,2025-07-08T18:40:47.0937088-07:00,2025-07-09T01:40:47.0937088Z,,v3,,exId_trackmanTeamX,,"Belding, Masen",,Right,LIN_POT,27c07bda-ce8a-4833-8056-fb55483a8a67,54.38769,-132.67662,14.58261,5.98548,0.77111,-6.7055,-1.77997,6.22825,-4.40784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
6,2025-07-08,18:41:04.09,1,6,"Alkire, Johnny",1000107520,Right,LIN_POT,"Test14, Ola14",10113788,Right,TeamX,Undefined,1,Top,0,3,2,Undefined,Four-Seam,InPlay,Undefined,FlyBall,Double,0,0,,90.48465,-2.236708,-3.013403,2484.405912,214.188353,1:15,5.74223,2.06753,6.12062,-15.81497,18.15639,11.57642,2.35261,0.24382,82.5265,-5.265032,-0.930163,0.419496,86.70248,26.039147,-33.298265,4002.595187,88.50058,42.65477,-65.32702,298.61635,154.4688,-42.100177,3.667642,-6.84894,10.35465,-1.84265,50,5.56241,6.43047,-131.23681,-5.57057,-11.91815,28.35079,-14.15548,LIN_POT,TeamX,McBean,Pacific Empire,PEL,20250708-McBean-1,c8df3910-5c65-11f0-9eda-c5c106b0f3de,89.85177,48.71283,,7.95814,,,,0.93277,2.34908,-0.20605,37b9dcb6-1335-499c-9e53-16612e65cc61,2025-07-09,01:41:04.09,2025-07-08T18:41:04.0944128-07:00,2025-07-09T01:41:04.0944128Z,LineDrive,v3,,exId_trackmanTeamX,,"Belding, Masen",,Right,LIN_POT,41c960e2-55b7-4cb0-bfc9-3fc70e46cca5,54.37786,-132.17917,14.1754,5.73975,-5.10006,-7.07774,-2.06298,6.82662,-5.95907,133.55807,0.93258,95.50264,-17.78551,4.07474,-0.9171,0.19772,-0.0355,0.00397,-0.00017,2.3492,55.81996,-18.69359,1.43266,-0.23968,0.04019,-0.00848,0.002,-0.00021,-0.20596,-62.72842,3.51352,-0.55766,0.09365,-0.01857,0.00323,-0.00018,-2E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
7,2025-07-08,18:41:55.35,2,1,"Alkire, Johnny",1000107520,Right,LIN_POT,"Test18, Ola18",10113792,Right,TeamX,Undefined,1,Top,0,0,0,Undefined,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,91.64418,-0.320189,-3.25655,2542.428886,209.596368,1:00,5.89632,1.99871,6.00923,-16.03749,17.06828,9.11036,4.26274,-0.26231,83.73836,-3.379259,-1.621871,0.414117,,,,,,,,,,,,-5.53544,9.1554,-1.74759,50,5.8622,7.17028,-132.98138,-1.20807,-9.93673,27.85711,-15.73903,LIN_POT,TeamX,McBean,Pacific Empire,PEL,20250708-McBean-1,e7558840-5c65-11f0-9eda-c5c106b0f3de,91.01876,,,7.90582,,,,,,,37b9dcb6-1335-499c-9e53-16612e65cc61,2025-07-09,01:41:55.35,2025-07-08T18:41:55.3533952-07:00,2025-07-09T01:41:55.3533952Z,,v3,,exId_trackmanTeamX,,"Belding, Masen",,Right,LIN_POT,b6bc1ac5-707b-44c7-9585-eb04edd57973,54.4879,-133.91821,13.92856,5.89393,-0.67877,-7.86952,-1.99435,7.50445,-4.96837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
8,2025-07-08,18:42:21.84,2,2,"Alkire, Johnny",1000107520,Right,LIN_POT,"Test18, Ola18",10113792,Right,TeamX,Undefined,1,Top,0,1,0,Undefined,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,91.26412,-2.19237,-2.717935,2474.519369,211.470232,1:00,5.80958,1.96087,6.0172,-14.87146,18.46186,10.6654,2.53624,0.33017,83.6512,-5.032871,-0.801775,0.415538,,,,,,,,,,,,-6.19477,10.39012,-1.75342,50,5.62928,5.83153,-132.43745,-5.49208,-11.0448,27.26232,-13.64924,LIN_POT,TeamX,McBean,Pacific Empire,PEL,20250708-McBean-1,f73fef20-5c65-11f0-9eda-c5c106b0f3de,90.70754,,,7.61292,,,,,,,37b9dcb6-1335-499c-9e53-16612e65cc61,2025-07-09,01:42:21.84,2025-07-08T18:42:21.8420224-07:00,2025-07-09T01:42:21.8420224Z,,v3,,exId_trackmanTeamX,,"Belding, Masen",,Right,LIN_POT,15850bf4-8d9c-423c-bc80-13eb8b31b784,54.48089,-133.35665,13.63116,5.80669,-5.03186,-6.82462,-1.95632,6.20392,-5.5224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
9,2025-07-08,18:42:43.77,2,3,"Alkire, Johnny",1000107520,Right,LIN_POT,"Test18, Ola18",10113792,Right,TeamX,Undefined,1,Top,0,1,1,Undefined,Changeup,InPlay,Undefined,FlyBall,Out,1,0,,85.02606,-0.577817,-3.120823,2122.456874,265.797155,2:45,5.48935,2.20157,6.19956,-35.69112,2.3665,16.638,1.9809,0.70437,78.32841,-7.186279,-0.117656,0.44401,103.56892,13.781486,1.75376,1646.46533,109.99983,23.91446,0.10057,323.09581,314.89637,-2.102903,3.110977,-9.49449,1.71016,-1.97509,50,5.4278,6.10599,-123.53561,-2.38814,-14.73006,23.70083,-29.52088,LIN_POT,TeamX,McBean,Pacific Empire,PEL,20250708-McBean-1,0453b660-5c66-11f0-9eda-c5c106b0f3de,84.89104,29.34035,,6.69764,,,,1.01321,1.98486,-0.65108,37b9dcb6-1335-499c-9e53-16612e65cc61,2025-07-09,01:42:43.77,2025-07-08T18:42:43.7754368-07:00,2025-07-09T01:42:43.7754368Z,LineDrive,v3,,exId_trackmanTeamX,,"Belding, Masen",,Right,LIN_POT,47e9be1f-b7df-4b62-bc21-1b24f73c2655,54.30155,-124.35814,11.85041,5.4929,-1.36362,-14.76044,-2.19587,6.61719,-7.36503,155.353586,1.01315,147.46121,-24.43892,5.53085,-1.21156,0.27281,-0.05533,0.0076,-0.00048,1.98509,36.17649,-11.60378,-0.67002,0.5239,-0.23823,0.069,-0.01078,0.0007,-0.6512,4.51966,-5.55827,1.86273,-0.59964,0.19038,-0.04718,0.00705,-0.00046,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
10,2025-07-08,18:43:22.73,3,1,"Alkire, Johnny",1000107520,Right,LIN_POT,"Test11, Ola11",10112878,Right,TeamX,Undefined,1,Top,1,0,0,Undefined,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,78.41492,0.046098,-2.344653,2658.47496,28.355168,7:00,5.72277,2.30559,5.42543,-56.42802,-10.59068,-6.39244,1.06365,-0.42438,73.17872,-10.121923,-3.484038,0.487283,,,,,,,,,,,,2.63295,-4.97677,-2.09298,50,5.68725,4.91275,-113.97519,-1.86251,3.49172,19.34505,-38.77401,LIN_POT,TeamX,McBean,Pacific Empire,PEL,20250708-McBean-1,1b90f630-5c66-11f0-9eda-c5c106b0f3de,77.3523,,,5.2362,,,,,,,37b9dcb6-1335-499c-9e53-16612e65cc61,2025-07-09,01:43:22.73,2025-07-08T18:43:22.7317248-07:00,2025-07-09T01:43:22.7317248Z,,v3,,exId_trackmanTeamX,,"Belding, Masen",,Right,LIN_POT,95375774-e651-46b0-b8a0-9222afb24b4c,55.0779,-114.83383,9.67253,5.73172,-0.1415,-19.38701,-2.3076,4.75777,1.74586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
