PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
1,2025-06-21,19:03:03.83,1,1,"Yeary, Will",815611,Right,LIN_POT,"test1, TestK",10157490,Right,TestK,Undefined,1,Top,0,0,0,Undefined,Sinker,InPlay,Undefined,FlyBall,Double,0,0,,87.88552,-1.222132,-1.800657,2218.463136,238.73855,2:00,5.68637,0.72599,6.11867,-24.56135,11.24379,16.67977,2.50898,0.45068,80.56119,-5.823437,1.206891,0.43067,95.90659,32.148268,-4.622599,3949.746683,109.35158,65.71489,-11.92179,378.47658,378.47658,-10.860922,5.309072,-9.17851,6.48437,-0.59689,50,5.57984,3.35753,-127.71545,-3.49198,-15.16457,26.22802,-21.4607,LIN_POT,TestK,McBean,Pacific Empire,PEL,20250621-McBean-1,08faf900-4f0d-11f0-9e9b-9303e841c72b,87.52055,94.73334,,7.32434,,,,1.55364,2.70467,-0.33711,0f4cabd7-a00e-4110-9f3b-959c6134318d,2025-06-22,02:03:03.83,2025-06-21T19:03:03.8350848-07:00,2025-06-22T02:03:03.8350848Z,FlyBall,v3,,test-11,,"CHang, Aidan",1000308870,Right,LIN_POT,6e2fac30-c002-4035-ab32-bead5b37d647,54.38151,-128.6121,13.11401,5.68667,-2.75831,-10.73035,-0.72053,3.87596,-7.58229,169.241672,1.55794,118.62379,-23.38021,5.40446,-0.7994,0.04629,0.00512,-0.00088,3E-05,2.70288,74.87641,-16.26229,0.41757,0.05172,-0.05263,0.01871,-0.00289,0.00016,-0.33692,-9.60053,-0.89829,-0.04282,0.04089,-0.00667,-0.00021,0.00017,-1E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
2,2025-06-21,19:03:51.81,2,1,"Yeary, Will",815611,Right,LIN_POT,"Test10, TestK10",1000233758,Right,TestK,Undefined,1,Top,0,0,0,Undefined,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,80.0993,1.312832,-0.086991,1946.248747,239.185622,2:00,5.46781,1.53091,5.77154,-33.03128,11.13024,16.13399,3.93711,2.79446,72.5562,-4.857437,2.801361,0.478292,,,,,,,,,,,,-8.17619,5.72276,-1.53324,50,5.55667,-0.46449,-116.20027,1.64761,-11.06068,23.9258,-24.43233,LIN_POT,TestK,McBean,Pacific Empire,PEL,20250621-McBean-1,25adc640-4f0d-11f0-9e9b-9303e841c72b,78.80629,,,7.54311,,,,,,,0f4cabd7-a00e-4110-9f3b-959c6134318d,2025-06-22,02:03:51.81,2025-06-21T19:03:51.8167552-07:00,2025-06-22T02:03:51.8167552Z,,v3,,test-11,,"CHang, Aidan",1000308870,Right,LIN_POT,9f907c13-91f4-4f12-8fc7-497fc7a921e4,54.72411,-117.16893,11.9629,5.46994,2.63678,-12.21617,-1.5235,-0.01668,-5.53034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
3,2025-06-21,19:04:09.48,2,2,"Yeary, Will",815611,Right,LIN_POT,"Test10, TestK10",1000233758,Right,TestK,Undefined,1,Top,0,1,0,Undefined,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,88.89772,-2.995025,-1.44972,2337.246708,233.856432,1:45,5.62929,1.29089,6.20933,-23.1682,11.81768,14.65371,0.93099,1.17374,81.56271,-7.330582,1.198882,0.425714,,,,,,,,,,,,-7.98851,7.30807,-1.18915,50,5.39276,2.67447,-129.03653,-7.46681,-13.46207,26.97528,-19.85858,LIN_POT,TestK,McBean,Pacific Empire,PEL,20250621-McBean-1,3034c820-4f0d-11f0-9e9b-9303e841c72b,88.5394,,,7.33501,,,,,,,0f4cabd7-a00e-4110-9f3b-959c6134318d,2025-06-22,02:04:09.48,2025-06-21T19:04:09.4818816-07:00,2025-06-22T02:04:09.4818816Z,,v3,,test-11,,"CHang, Aidan",1000308870,Right,LIN_POT,a1185d11-3e11-422d-8fbd-0ddd2a06329e,54.28919,-129.9301,13.48764,5.6292,-6.80899,-9.92929,-1.28512,3.1204,-6.73104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
4,2025-06-21,19:04:32.96,2,3,"Yeary, Will",815611,Right,LIN_POT,"Test10, TestK10",1000233758,Right,TestK,Undefined,1,Top,0,2,0,Undefined,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,73.82146,3.676139,1.893665,2010.659113,51.068552,7:45,5.63608,1.23554,5.89698,-61.00409,-9.38733,-13.68768,3.97185,1.85359,67.34781,-7.533025,-0.56183,0.517091,,,,,,,,,,,,7.49989,-5.28099,-1.38031,50,5.89794,-3.04638,-107.03926,5.00516,8.65512,19.39043,-38.26847,LIN_POT,TestK,McBean,Pacific Empire,PEL,20250621-McBean-1,3e2274a0-4f0d-11f0-9e9b-9303e841c72b,72.89328,,,6.47366,,,,,,,0f4cabd7-a00e-4110-9f3b-959c6134318d,2025-06-22,02:04:32.96,2025-06-21T19:04:32.9630208-07:00,2025-06-22T02:04:32.9630208Z,,v3,,test-11,,"CHang, Aidan",1000308870,Right,LIN_POT,d63289b3-ccda-406e-a633-7dc2541c50b8,54.60442,-107.87013,9.69522,5.64833,6.64496,-19.13424,-1.24182,-3.41725,4.32756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
5,2025-06-21,19:04:56.50,2,4,"Yeary, Will",815611,Right,LIN_POT,"Test10, TestK10",1000233758,Right,TestK,Undefined,1,Top,0,3,0,Undefined,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,88.33188,-1.95482,-3.146601,2178.391165,240.726486,2:00,5.37643,1.27812,6.28668,-24.33052,11.17662,17.82036,1.54393,-0.13964,80.51609,-6.533977,0.0734,0.428874,,,,,,,,,,,,-10.39548,6.7326,-1.05527,50,5.22034,6.37901,-128.18724,-5.1146,-17.18016,28.17115,-21.04738,LIN_POT,TestK,McBean,Pacific Empire,PEL,20250621-McBean-1,4c32eb60-4f0d-11f0-9e9b-9303e841c72b,87.88706,,,7.81579,,,,,,,0f4cabd7-a00e-4110-9f3b-959c6134318d,2025-06-22,02:04:56.50,2025-06-21T19:04:56.5029376-07:00,2025-06-22T02:04:56.5029376Z,,v3,,test-11,,"CHang, Aidan",1000308870,Right,LIN_POT,6beaf588-066f-4113-86ed-6513f344ed30,54.21476,-129.11017,14.08558,5.3766,-4.42505,-10.52369,-1.27348,6.94186,-8.59008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
6,2025-06-21,19:05:20.98,2,5,"Yeary, Will",815611,Right,LIN_POT,"Test10, TestK10",1000233758,Right,TestK,Undefined,1,Top,0,3,1,Undefined,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,78.89693,-0.030154,-0.649911,2222.458411,160.314601,11:15,5.39401,1.41455,5.73607,-38.05955,6.74792,-1.94508,2.1943,0.64724,72.88904,-7.03404,-0.998312,0.481777,,,,,,,,,,,,0.82878,3.82453,-1.3592,50,5.36793,1.37323,-114.69751,-1.25746,1.11103,19.96152,-27.04715,LIN_POT,TestK,McBean,Pacific Empire,PEL,20250621-McBean-1,5ad7d9f0-4f0d-11f0-9e9b-9303e841c72b,78.2362,,,6.00789,,,,,,,0f4cabd7-a00e-4110-9f3b-959c6134318d,2025-06-22,02:05:20.98,2025-06-21T19:05:20.9811456-07:00,2025-06-22T02:05:20.9811456Z,,v3,,test-11,,"CHang, Aidan",1000308870,Right,LIN_POT,60b1245d-4bb3-443f-8936-6464e2005816,54.76363,-115.52358,9.98076,5.3968,-0.13816,-13.52357,-1.41508,1.32726,0.55552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
7,2025-06-21,19:05:48.25,2,6,"Yeary, Will",815611,Right,LIN_POT,"Test10, TestK10",1000233758,Right,TestK,Undefined,1,Top,0,3,2,Undefined,Sinker,InPlay,Undefined,GroundBall,Out,1,0,,88.13784,-1.798754,-2.664615,2221.093713,249.974957,2:15,5.52057,1.23711,6.09648,-28.45651,7.498,17.2484,1.48317,0.20818,80.31466,-7.103165,0.444134,0.431567,58.92494,-21.466454,175.252152,,,,,1.88318,7.37368,8.382517,0.069372,-9.76508,4.75209,-1.04111,50,5.36693,5.26325,-127.88443,-4.94216,-16.04751,28.26092,-24.36466,LIN_POT,TestK,McBean,Pacific Empire,PEL,20250621-McBean-1,6b0d2c80-4f0d-11f0-9e9b-9303e841c72b,87.33856,2.20384,,7.82318,,,,,,,0f4cabd7-a00e-4110-9f3b-959c6134318d,2025-06-22,02:05:48.25,2025-06-21T19:05:48.2573824-07:00,2025-06-22T02:05:48.2573824Z,GroundBall,v3,,test-11,,"CHang, Aidan",1000308870,Right,LIN_POT,9a9ddff4-6e1b-4363-b530-a4307cc7b875,54.40318,-128.85381,14.13046,5.52211,-4.10642,-12.18233,-1.23108,5.81369,-8.02375,,7.45223,-80.51078,,,,,,,,2.20542,-31.76861,,,,,,,,-0.18968,6.68689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,
8,2025-06-21,19:06:29.55,3,1,"Yeary, Will",815611,Right,LIN_POT,"Test11, TestK11",1000233759,Right,TestK,Undefined,1,Top,1,0,0,Undefined,Changeup,InPlay,Undefined,FlyBall,Double,0,1,,80.1688,-0.141701,-2.917489,1973.667327,258.22105,2:30,5.39372,1.22511,6.16336,-38.3388,4.90929,16.70387,2.06776,-0.08023,73.2208,-7.271223,0.095461,0.47332,90.51756,24.702577,18.086711,1823.910067,104.88807,42.5727,33.14284,347.84374,347.84374,17.817292,4.194867,-9.65658,2.91819,-1.01277,50,5.36307,5.34749,-116.40727,-1.42244,-13.16302,23.19413,-28.19623,LIN_POT,TestK,McBean,Pacific Empire,PEL,20250621-McBean-1,83acbb70-4f0d-11f0-9e9b-9303e841c72b,79.63417,54.90792,,6.94799,,,,2.27513,2.07839,0.0058,0f4cabd7-a00e-4110-9f3b-959c6134318d,2025-06-22,02:06:29.55,2025-06-21T19:06:29.5504384-07:00,2025-06-22T02:06:29.5504384Z,LineDrive,v3,,test-11,,"CHang, Aidan",1000308870,Right,LIN_POT,95ef599b-37b9-4b8b-ab4b-f2422b60529c,54.33783,-117.26839,11.59706,5.39645,-0.3756,-14.09812,-1.22037,5.8362,-6.58151,175.870103,2.27546,114.6454,-15.29922,2.92498,-0.60673,0.14825,-0.03882,0.00673,-0.00048,2.07894,55.46654,-16.13765,1.08464,-0.14747,-0.03035,0.02763,-0.00607,0.00044,0.00569,37.44449,-5.50658,1.03589,-0.08344,-0.02881,0.01049,-0.00128,5E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
9,2025-06-21,19:07:28.93,4,1,"Yeary, Will",815611,Right,LIN_POT,"Test12, TestK12",1000233760,Left,TestK,Undefined,1,Top,1,0,0,Undefined,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,81.94473,-0.948891,-2.863891,2285.271949,122.699889,10:00,5.5181,1.32301,5.71252,-38.95935,3.69008,-3.34437,1.38631,-1.62593,74.20931,-8.1279,-3.461692,0.470033,,,,,,,,,,,,0.75016,2.67402,-1.08115,50,5.41493,6.07191,-118.65992,-3.26568,1.0512,26.34109,-28.42696,LIN_POT,TestK,McBean,Pacific Empire,PEL,20250621-McBean-1,a723b630-4f0d-11f0-9e9b-9303e841c72b,80.19108,,,7.73543,,,,,,,0f4cabd7-a00e-4110-9f3b-959c6134318d,2025-06-22,02:07:28.93,2025-06-21T19:07:28.9365504-07:00,2025-06-22T02:07:28.9365504Z,,v3,,test-11,,"CHang, Aidan",1000308870,Right,LIN_POT,dea961e5-b992-4a4f-bea1-17af93a35a7f,54.78268,-119.71691,13.17055,5.52308,-2.12499,-14.21348,-1.32395,6.02973,0.5256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
10,2025-06-21,19:07:48.58,4,2,"Yeary, Will",815611,Right,LIN_POT,"Test12, TestK12",1000233760,Left,TestK,Undefined,1,Top,1,0,1,Undefined,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,81.53178,-0.762498,-2.190751,2267.35053,115.411164,9:45,5.59783,1.40746,5.6946,-39.61876,3.69677,-4.31906,1.58512,-0.99506,73.40762,-8.080812,-2.963236,0.473689,,,,,,,,,,,,1.42335,2.64677,-1.22071,50,5.50955,4.69164,-118.05195,-2.88668,1.96196,27.34201,-28.52575,LIN_POT,TestK,McBean,Pacific Empire,PEL,20250621-McBean-1,b2d15dc0-4f0d-11f0-9e9b-9303e841c72b,79.57215,,,8.12416,,,,,,,0f4cabd7-a00e-4110-9f3b-959c6134318d,2025-06-22,02:07:48.58,2025-06-21T19:07:48.5847040-07:00,2025-06-22T02:07:48.5847040Z,,v3,,test-11,,"CHang, Aidan",1000308870,Right,LIN_POT,1ae4c67a-4ca6-4c24-bc81-bd9dbd4aaa52,54.79988,-119.15846,13.671,5.60302,-1.73225,-14.26288,-1.40897,4.61224,0.98098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
